,Alouatta_caraya,Ateles_geoffroyi,Callimico_goeldii,Callithrix_geoffroyi,Callithrix_jacchus,Cebuella_pygmaea,Cercopithecus_neglectus,Colobus_guereza,Eulemur_macaco,Galago_moholi,Galago_senegalensis,Gorilla_gorilla,Hylobates_lar,Lemur_catta,Leontopithecus_chrysomelas,Leontopithecus_rosalia,Macaca_fascicularis,Macaca_fuscata,Macaca_nigra,Macaca_silenus,Mandrillus_sphinx,Mico_argentatus,Microcebus_murinus,Nycticebus_coucang,Nycticebus_pygmaeus,Pan_troglodytes,Papio_hamadryas,Propithecus_coquereli,Saguinus_bicolor,Saguinus_imperator,Saguinus_midas,Saguinus_oedipus,Saimiri_sciureus,Sapajus_apella,Theropithecus_gelada,Trachypithecus_auratus,Trachypithecus_cristatus,Trachypithecus_francoisi,Varecia_rubra,Varecia_variegata
Macaca_silenus,-0.0018382352941176,-0.156634746922025,-0.0720375106564366,-0.0028462998102466,0.0050215208034434,-0.0193687230989957,-0.0063025210084033,-0.0118253486961795,-0.170588235294118,-0.0330882352941176,0.0142602495543672,-0.000438981562774297,-0.129679144385027,-0.101735776277725,-0.0882352941176466,-0.0261437908496732,0.0294117647058824,0.006155950752394,0.0016339869281046,0,-0.015032679738562,0.0294117647058824,-0.216202270381837,-0.0539215686274509,-0.195078031212485,0.0188854489164087,0.0197030268418047,-0.0505882352941176,-0.0105882352941176,0.0294117647058824,0.0294117647058824,-0.0452151009657594,-0.0223123732251521,0.0294117647058824,0.0101809954751132,-0.0076252723311546,0.0294117647058824,-0.0705882352941176,-0.106181455633101,-0.141640866873065
Mandrillus_sphinx,0.0131944444444444,-0.141602067183463,-0.0570048309178746,0.0121863799283154,0.0200542005420054,-0.0043360433604337,0.0087301587301587,0.00320733104238249,-0.155555555555556,-0.0180555555555556,0.0292929292929292,0.0145936981757877,-0.114646464646465,-0.0867030965391626,-0.0732026143790846,-0.0111111111111112,0.0444444444444444,0.021188630490956,0.0166666666666666,0.015032679738562,0,0.0444444444444444,-0.201169590643275,-0.0388888888888889,-0.180045351473923,0.0339181286549707,0.0347357065803667,-0.0355555555555556,0.0044444444444444,0.0444444444444444,0.0444444444444444,-0.0301824212271974,-0.00727969348659011,0.0444444444444444,0.0252136752136752,0.0074074074074074,0.0444444444444444,-0.0555555555555556,-0.0911487758945386,-0.126608187134503
Mico_argentatus,-0.03125,-0.186046511627907,-0.101449275362319,-0.032258064516129,-0.024390243902439,-0.0487804878048781,-0.0357142857142857,-0.0412371134020619,-0.2,-0.0625,-0.0151515151515152,-0.0298507462686567,-0.159090909090909,-0.131147540983607,-0.117647058823529,-0.0555555555555556,0,-0.0232558139534884,-0.0277777777777778,-0.0294117647058824,-0.0444444444444444,0,-0.245614035087719,-0.0833333333333333,-0.224489795918367,-0.0105263157894737,-0.00970873786407767,-0.08,-0.04,0,0,-0.0746268656716418,-0.0517241379310345,0,-0.0192307692307692,-0.037037037037037,0,-0.1,-0.135593220338983,-0.171052631578947
Microcebus_murinus,0.214364035087719,0.059567523459812,0.1441647597254,0.21335597057159,0.22122379118528,0.196833547282841,0.209899749373433,0.204376921685657,0.045614035087719,0.183114035087719,0.230462519936204,0.215763288819062,0.08652312599681,0.114466494104112,0.12796697626419,0.190058479532163,0.245614035087719,0.222358221134231,0.217836257309941,0.216202270381837,0.201169590643275,0.245614035087719,0,0.162280701754386,0.021124239169352,0.235087719298245,0.235905297223641,0.165614035087719,0.205614035087719,0.245614035087719,0.245614035087719,0.170987169416077,0.193889897156685,0.245614035087719,0.22638326585695,0.208576998050682,0.245614035087719,0.145614035087719,0.110020814748736,0.074561403508772
Nycticebus_coucang,0.0520833333333333,-0.102713178294574,-0.0181159420289857,0.0510752688172043,0.0589430894308943,0.0345528455284552,0.0476190476190476,0.0420962199312714,-0.116666666666667,0.0208333333333333,0.0681818181818181,0.0534825870646766,-0.0757575757575757,-0.0478142076502737,-0.0343137254901957,0.0277777777777777,0.0833333333333333,0.0600775193798449,0.0555555555555555,0.0539215686274509,0.0388888888888889,0.0833333333333333,-0.162280701754386,0,-0.141156462585034,0.0728070175438596,0.0736245954692556,0.0033333333333333,0.0433333333333333,0.0833333333333333,0.0833333333333333,0.0087064676616915,0.0316091954022988,0.0833333333333333,0.0641025641025641,0.0462962962962963,0.0833333333333333,-0.0166666666666667,-0.0522598870056497,-0.0877192982456137
Nycticebus_pygmaeus,0.193239795918367,0.03844328429046,0.123040520556048,0.192231731402238,0.200099552015928,0.175709308113489,0.188775510204081,0.183252682516305,0.024489795918367,0.161989795918367,0.209338280766852,0.19463904964971,0.065398886827458,0.09334225493476,0.106842737094838,0.168934240362811,0.224489795918367,0.201233981964879,0.196712018140589,0.195078031212485,0.180045351473923,0.224489795918367,-0.021124239169352,0.141156462585034,0,0.213963480128893,0.214781058054289,0.144489795918367,0.184489795918367,0.224489795918367,0.224489795918367,0.149862930246725,0.172765657987333,0.224489795918367,0.205259026687598,0.18745275888133,0.224489795918367,0.124489795918367,0.088896575579384,0.05343716433942
Pan_troglodytes,-0.0207236842105263,-0.175520195838433,-0.0909229595728453,-0.0217317487266553,-0.0138639281129653,-0.0382541720154044,-0.025187969924812,-0.0307107976125882,-0.189473684210526,-0.0519736842105263,-0.0046251993620415,-0.019324430479183,-0.148564593301435,-0.120621225194133,-0.107120743034055,-0.0450292397660819,0.0105263157894737,-0.0127294981640147,-0.0172514619883041,-0.0188854489164087,-0.0339181286549707,0.0105263157894737,-0.235087719298245,-0.0728070175438596,-0.213963480128893,0,0.000817577925396029,-0.0694736842105263,-0.0294736842105263,0.0105263157894737,0.0105263157894737,-0.0641005498821681,-0.0411978221415608,0.0105263157894737,-0.0087044534412955,-0.0265107212475633,0.0105263157894737,-0.0894736842105263,-0.125066904549509,-0.160526315789473
Papio_hamadryas,-0.0215412621359223,-0.176337773763829,-0.0917405374982413,-0.0225493266520513,-0.0146815060383613,-0.0390717499408004,-0.026005547850208,-0.0315283755379842,-0.190291262135922,-0.0527912621359223,-0.00544277728743753,-0.020142008404579,-0.149382171226831,-0.121438803119529,-0.107938320959451,-0.0458468176914779,0.00970873786407767,-0.0135470760894107,-0.0180690399137001,-0.0197030268418047,-0.0347357065803667,0.00970873786407767,-0.235905297223641,-0.0736245954692556,-0.214781058054289,-0.000817577925396029,0,-0.0702912621359223,-0.0302912621359223,0.00970873786407767,0.00970873786407767,-0.0649181278075641,-0.0420154000669568,0.00970873786407767,-0.00952203136669153,-0.0273282991729593,0.00970873786407767,-0.0902912621359223,-0.125884482474905,-0.161343893714869
Propithecus_coquereli,0.04875,-0.106046511627907,-0.021449275362319,0.047741935483871,0.055609756097561,0.0312195121951219,0.0442857142857143,0.0387628865979381,-0.12,0.0175,0.0648484848484848,0.0501492537313433,-0.079090909090909,-0.051147540983607,-0.037647058823529,0.0244444444444444,0.08,0.0567441860465116,0.0522222222222222,0.0505882352941176,0.0355555555555556,0.08,-0.165614035087719,-0.0033333333333333,-0.144489795918367,0.0694736842105263,0.0702912621359223,0,0.04,0.08,0.08,0.0053731343283582,0.0282758620689655,0.08,0.0607692307692308,0.042962962962963,0.08,-0.02,-0.055593220338983,-0.091052631578947
Saguinus_bicolor,0.00875,-0.146046511627907,-0.061449275362319,0.007741935483871,0.015609756097561,-0.0087804878048781,0.0042857142857143,-0.0012371134020619,-0.16,-0.0225,0.0248484848484848,0.0101492537313433,-0.119090909090909,-0.091147540983607,-0.077647058823529,-0.0155555555555556,0.04,0.0167441860465116,0.0122222222222222,0.0105882352941176,-0.0044444444444444,0.04,-0.205614035087719,-0.0433333333333333,-0.184489795918367,0.0294736842105263,0.0302912621359223,-0.04,0,0.04,0.04,-0.0346268656716418,-0.0117241379310345,0.04,0.0207692307692308,0.002962962962963,0.04,-0.06,-0.095593220338983,-0.131052631578947
Saguinus_imperator,-0.03125,-0.186046511627907,-0.101449275362319,-0.032258064516129,-0.024390243902439,-0.0487804878048781,-0.0357142857142857,-0.0412371134020619,-0.2,-0.0625,-0.0151515151515152,-0.0298507462686567,-0.159090909090909,-0.131147540983607,-0.117647058823529,-0.0555555555555556,0,-0.0232558139534884,-0.0277777777777778,-0.0294117647058824,-0.0444444444444444,0,-0.245614035087719,-0.0833333333333333,-0.224489795918367,-0.0105263157894737,-0.00970873786407767,-0.08,-0.04,0,0,-0.0746268656716418,-0.0517241379310345,0,-0.0192307692307692,-0.037037037037037,0,-0.1,-0.135593220338983,-0.171052631578947
Saguinus_midas,-0.03125,-0.186046511627907,-0.101449275362319,-0.032258064516129,-0.024390243902439,-0.0487804878048781,-0.0357142857142857,-0.0412371134020619,-0.2,-0.0625,-0.0151515151515152,-0.0298507462686567,-0.159090909090909,-0.131147540983607,-0.117647058823529,-0.0555555555555556,0,-0.0232558139534884,-0.0277777777777778,-0.0294117647058824,-0.0444444444444444,0,-0.245614035087719,-0.0833333333333333,-0.224489795918367,-0.0105263157894737,-0.00970873786407767,-0.08,-0.04,0,0,-0.0746268656716418,-0.0517241379310345,0,-0.0192307692307692,-0.037037037037037,0,-0.1,-0.135593220338983,-0.171052631578947
Saguinus_oedipus,0.0433768656716418,-0.111419645956265,-0.0268224096906772,0.0423688011555128,0.0502366217692028,0.0258463778667637,0.0389125799573561,0.0333897522695799,-0.125373134328358,0.0121268656716418,0.0594753505201266,0.0447761194029851,-0.0844640434192672,-0.0565206753119652,-0.0430201931518872,0.0190713101160862,0.0746268656716418,0.0513710517181534,0.046849087893864,0.0452151009657594,0.0301824212271974,0.0746268656716418,-0.170987169416077,-0.0087064676616915,-0.149862930246725,0.0641005498821681,0.0649181278075641,-0.0053731343283582,0.0346268656716418,0.0746268656716418,0.0746268656716418,0,0.0229027277406073,0.0746268656716418,0.0553960964408726,0.0375898286346048,0.0746268656716418,-0.0253731343283582,-0.0609663546673412,-0.0964257659073052
Saimiri_sciureus,0.0204741379310345,-0.134322373696872,-0.0497251374312845,0.0194660734149055,0.0273338940285955,0.0029436501261564,0.0160098522167488,0.0104870245289726,-0.148275862068966,-0.0107758620689655,0.0365726227795193,0.0218733916623778,-0.107366771159875,-0.0794234030525725,-0.0659229208924945,-0.0038314176245211,0.0517241379310345,0.0284683239775461,0.0239463601532567,0.0223123732251521,0.00727969348659011,0.0517241379310345,-0.193889897156685,-0.0316091954022988,-0.172765657987333,0.0411978221415608,0.0420154000669568,-0.0282758620689655,0.0117241379310345,0.0517241379310345,0.0517241379310345,-0.0229027277406073,0,0.0517241379310345,0.0324933687002653,0.0146871008939975,0.0517241379310345,-0.0482758620689655,-0.0838690824079485,-0.119328493647913
Sapajus_apella,-0.03125,-0.186046511627907,-0.101449275362319,-0.032258064516129,-0.024390243902439,-0.0487804878048781,-0.0357142857142857,-0.0412371134020619,-0.2,-0.0625,-0.0151515151515152,-0.0298507462686567,-0.159090909090909,-0.131147540983607,-0.117647058823529,-0.0555555555555556,0,-0.0232558139534884,-0.0277777777777778,-0.0294117647058824,-0.0444444444444444,0,-0.245614035087719,-0.0833333333333333,-0.224489795918367,-0.0105263157894737,-0.00970873786407767,-0.08,-0.04,0,0,-0.0746268656716418,-0.0517241379310345,0,-0.0192307692307692,-0.037037037037037,0,-0.1,-0.135593220338983,-0.171052631578947
Theropithecus_gelada,-0.0120192307692308,-0.166815742397138,-0.0822185061315498,-0.0130272952853598,-0.0051594746716698,-0.0295497185741089,-0.0164835164835165,-0.0220063441712927,-0.180769230769231,-0.0432692307692308,0.004079254079254,-0.0106199770378875,-0.13986013986014,-0.111916771752838,-0.0984162895927598,-0.0363247863247864,0.0192307692307692,-0.0040250447227192,-0.0085470085470086,-0.0101809954751132,-0.0252136752136752,0.0192307692307692,-0.22638326585695,-0.0641025641025641,-0.205259026687598,0.0087044534412955,0.00952203136669153,-0.0607692307692308,-0.0207692307692308,0.0192307692307692,0.0192307692307692,-0.0553960964408726,-0.0324933687002653,0.0192307692307692,0,-0.0178062678062678,0.0192307692307692,-0.0807692307692308,-0.116362451108214,-0.151821862348178
Trachypithecus_auratus,0.005787037037037,-0.14900947459087,-0.064412238325282,0.004778972520908,0.012646793134598,-0.0117434507678411,0.0013227513227513,-0.0042000763650249,-0.162962962962963,-0.025462962962963,0.0218855218855218,0.0071862907683803,-0.122053872053872,-0.09411050394657,-0.080610021786492,-0.0185185185185186,0.037037037037037,0.0137812230835486,0.0092592592592592,0.0076252723311546,-0.0074074074074074,0.037037037037037,-0.208576998050682,-0.0462962962962963,-0.18745275888133,0.0265107212475633,0.0273282991729593,-0.042962962962963,-0.002962962962963,0.037037037037037,0.037037037037037,-0.0375898286346048,-0.0146871008939975,0.037037037037037,0.0178062678062678,0,0.037037037037037,-0.062962962962963,-0.098556183301946,-0.13401559454191
Trachypithecus_cristatus,-0.03125,-0.186046511627907,-0.101449275362319,-0.032258064516129,-0.024390243902439,-0.0487804878048781,-0.0357142857142857,-0.0412371134020619,-0.2,-0.0625,-0.0151515151515152,-0.0298507462686567,-0.159090909090909,-0.131147540983607,-0.117647058823529,-0.0555555555555556,0,-0.0232558139534884,-0.0277777777777778,-0.0294117647058824,-0.0444444444444444,0,-0.245614035087719,-0.0833333333333333,-0.224489795918367,-0.0105263157894737,-0.00970873786407767,-0.08,-0.04,0,0,-0.0746268656716418,-0.0517241379310345,0,-0.0192307692307692,-0.037037037037037,0,-0.1,-0.135593220338983,-0.171052631578947
Trachypithecus_francoisi,0.06875,-0.086046511627907,-0.00144927536231899,0.067741935483871,0.075609756097561,0.0512195121951219,0.0642857142857143,0.0587628865979381,-0.1,0.0375,0.0848484848484848,0.0701492537313433,-0.059090909090909,-0.031147540983607,-0.017647058823529,0.0444444444444444,0.1,0.0767441860465116,0.0722222222222222,0.0705882352941176,0.0555555555555556,0.1,-0.145614035087719,0.0166666666666667,-0.124489795918367,0.0894736842105263,0.0902912621359223,0.02,0.06,0.1,0.1,0.0253731343283582,0.0482758620689655,0.1,0.0807692307692308,0.062962962962963,0.1,0,-0.035593220338983,-0.071052631578947
Varecia_rubra,0.104343220338983,-0.050453291288924,0.034143944976664,0.103335155822854,0.111202976436544,0.0868127325341049,0.0998789346246973,0.0943561069369211,-0.064406779661017,0.073093220338983,0.120441705187468,0.105742474070326,-0.023497688751926,0.00444567935537599,0.017946161515454,0.0800376647834274,0.135593220338983,0.112337406385495,0.107815442561205,0.106181455633101,0.0911487758945386,0.135593220338983,-0.110020814748736,0.0522598870056497,-0.088896575579384,0.125066904549509,0.125884482474905,0.055593220338983,0.095593220338983,0.135593220338983,0.135593220338983,0.0609663546673412,0.0838690824079485,0.135593220338983,0.116362451108214,0.098556183301946,0.135593220338983,0.035593220338983,0,-0.035459411239964
Varecia_variegata,0.139802631578947,-0.01499388004896,0.069603356216628,0.138794567062818,0.146662387676508,0.122272143774069,0.135338345864661,0.129815518176885,-0.028947368421053,0.108552631578947,0.155901116427432,0.14120188531029,0.011961722488038,0.03990509059534,0.053405572755418,0.115497076023391,0.171052631578947,0.147796817625459,0.143274853801169,0.141640866873065,0.126608187134503,0.171052631578947,-0.074561403508772,0.0877192982456137,-0.05343716433942,0.160526315789473,0.161343893714869,0.091052631578947,0.131052631578947,0.171052631578947,0.171052631578947,0.0964257659073052,0.119328493647913,0.171052631578947,0.151821862348178,0.13401559454191,0.171052631578947,0.071052631578947,0.035459411239964,0
